contaminant_level,ph_level,turbidity,dissolved_oxygen,nitrate_level,lead_concentration,bacteria_count,access_to_clean_water,diarrheal_cases,cholera_cases,typhoid_cases,infant_mortality_rate,gdp,healthcare_access,urbanization_rate,sanitation_coverage,rainfall_per_year,temperature,population_density,abdominal_pain,nausea_vomiting,weakness_loss_of_appetite,fever,"Diarrheal Cases per 100,000 people","Cholera Cases per 100,000 people","Typhoid Cases per 100,000 people",water_source_Pond,water_source_River,water_source_Spring,water_source_Tap,water_source_Well
5.95,7.49,2.44,4.67,28.74,4.49,1236,88.36,26.46764291296166,24.812670132828018,26.59658898862392,92.75,47171,92.77,43.98,54.2,1027,18.76,817,5,1,1,5,53.25732614942443,15.348488265766102,121.83579573832618,0,0,0,0,0
6.58,6.97,2.68,6.89,30.94,7.38,3174,76.6,18.874862020118698,73.97749818136842,25.567313812235295,51.19,84798,51.87,74.22,39.55,900,20.15,700,0,3,8,9,38.17570192363353,31.226962689280768,159.2009080195831,1,0,0,0,0
0.64,8.22,4.16,5.48,46.71,15.56,1206,60.32,42.53197422373557,35.62454057175263,0.0,56.07,25737,88.75,12.39,87.65,245,20.88,568,7,5,4,3,92.18105792206225,15.398783094120187,199.5532883338728,0,1,0,0,0
1.66,6.75,1.71,8.86,8.23,4.49,504,93.37,4.347333734759883,26.758642640766258,24.848291987774033,53.45,13146,57.91,54.56,45.55,808,2.77,232,9,10,8,5,146.66300793430514,26.105707504235436,473.5352120548897,0,0,0,0,0
3.01,7.08,0.87,6.7,27.15,15.75,3767,82.9,31.451035269211122,64.69529133150634,4.9653290132671595,32.99,73329,37.68,26.32,86.14,248,7.11,124,10,8,9,5,138.63147944599382,25.70573662568854,455.394811953912,0,0,0,1,0
5.39,7.32,2.76,3.21,2.91,13.91,4620,35.3,10.432764599582761,80.4559262506431,7.510058699994837,24.66,49940,53.9,55.81,91.33,2367,22.65,335,6,7,4,3,93.91922029541816,12.018142839859179,223.6204125925482,0,0,0,0,1
7.77,6.68,4.73,9.9,17.95,13.58,1403,40.76,36.052226185843175,41.25362234662697,53.69348749358112,9.24,84145,15.19,61.71,24.65,2520,37.44,205,5,7,6,5,89.10900506633268,24.07140811252672,285.2769621460243,0,0,0,0,1
3.21,8.27,2.59,3.52,7.4,9.5,1767,35.72,21.616726225447046,40.60613667301765,2.387101119720203,72.38,14832,67.48,12.73,60.8,1223,29.86,912,5,6,10,9,98.49731891304631,36.79083515086848,404.77642094275586,0,0,0,0,0
3.56,7.16,4.16,7.87,9.39,14.92,3733,52.32,2.7366070017894657,72.05062076497164,10.34876800086915,30.35,31659,98.21,15.4,53.63,2087,9.55,258,4,8,8,10,102.69628225416733,36.18738515988904,445.2398598473518,1,0,0,0,0
2.56,7.06,3.79,6.06,46.74,0.27,700,60.5,56.3121365249009,6.195953114258105,18.676202077567424,40.14,58418,24.74,16.82,51.45,383,14.47,235,5,1,3,7,58.78235238456607,16.722768332437347,169.47757239161115,0,1,0,0,0
2.55,8.12,2.59,4.75,30.53,6.11,3204,65.3,39.17679839927766,44.75596713944339,28.03970545939739,92.15,33984,32.32,78.18,49.72,2592,13.42,292,8,2,1,2,77.05909637684596,9.330932000168968,118.2582236887608,0,0,0,1,0
9.49,6.78,3.24,7.74,44.61,13.58,4145,89.6,38.685394982198744,74.63323643395206,24.801431075423675,57.51,85832,40.61,84.13,62.56,1019,30.78,459,9,9,8,3,132.91210149515683,22.7117451870825,376.1318310728115,0,0,0,0,0
6.35,8.04,2.03,3.88,22.18,19.75,3005,31.26,36.8835656205688,67.41202913913632,45.30781696523,11.51,71359,48.35,45.02,30.42,1806,38.89,63,8,7,1,9,113.37357753957042,24.405777660271646,421.4427973599904,0,0,0,0,0
1.56,6.31,2.65,9.01,29.88,0.05,4790,59.98,23.270460016772148,88.03821597922904,14.775812835998273,80.36,29098,71.91,79.98,89.7,1755,14.22,663,9,5,2,0,91.15196423436745,5.494025659590322,124.60627630323934,0,0,0,0,1
7.22,6.46,2.54,4.75,1.6,10.2,4121,58.77,7.782060363722001,83.61663914579334,32.996146359432295,27.1,52045,13.67,48.1,64.64,1892,0.59,754,7,9,9,3,122.24521024429515,21.821156905603445,344.16982246281714,0,0,0,1,0
7.22,8.38,3.55,5.53,23.48,18.48,4082,96.32,38.24111334255424,85.80218694242437,35.88679956249051,56.17,86500,30.25,42.09,47.77,1562,37.48,998,9,8,1,10,122.0945696787696,27.48487272237025,510.9489613470876,0,1,0,0,0
6.66,8.11,2.05,7.43,28.2,17.27,10,46.87,23.979246779576364,0.0,18.997048726280845,51.98,11754,53.87,52.5,39.44,658,30.13,496,8,9,2,9,123.75536817226305,26.401536889043776,485.3670624342447,0,0,0,0,1
1.35,6.97,0.5,3.01,0.84,0.46,4903,38.57,0.0,86.8029044694481,17.621663116064756,25.33,50664,58.96,73.21,69.33,2472,33.37,159,9,3,5,9,100.31953102164066,26.637180052152893,369.24634720639443,0,0,0,0,0
4.08,7.6,3.94,6.31,39.47,10.59,2058,39.96,47.34086799359675,48.80484312762981,4.187815712201628,13.35,32052,53.66,27.9,82.94,889,8.35,718,7,7,2,8,104.09709557265418,23.367341064756236,372.8696014797393,0,0,0,0,1
1.07,8.36,3.42,9.26,14.77,0.09,3677,66.41,17.521704487622138,94.71283403828156,41.85921098366157,22.7,35628,43.55,34.14,55.27,2622,25.83,65,7,9,9,7,127.45112772346936,33.63508708450431,483.37500182689274,0,0,0,0,1
8.17,6.53,4.75,7.76,22.62,15.79,2819,57.36,41.73644688073664,56.663821878427896,11.53055484025832,11.54,92745,71.15,77.91,98.76,2242,9.31,885,0,2,7,10,38.8787660651385,32.820412113959144,139.16693255834633,0,0,1,0,0
6.55,6.15,2.14,5.72,26.78,6.18,972,82.79,17.276261808522378,22.25228430111018,19.556324957984778,29.01,67982,20.45,83.28,62.85,439,0.46,219,9,2,10,3,100.07550691223216,18.577347563181632,201.79329391823154,0,0,0,0,1
5.07,7.34,0.39,7.62,49.61,15.31,3792,52.62,56.87255198790056,65.89774878583216,4.981818768150158,99.74,4012,28.27,19.84,98.31,1037,6.28,325,10,7,5,6,127.13131138565866,20.019596430436938,412.84677103853346,1,0,0,0,0
3.43,6.36,0.61,9.56,4.96,18.9,2454,38.96,33.082866065186,32.732231475277544,0.0,41.41,74154,44.45,66.39,97.01,867,36.91,572,4,4,6,9,75.52718107057105,30.465698259344013,281.9321129927077,0,0,0,0,1
1.84,6.47,3.87,4.31,27.76,19.52,841,57.08,36.27711171892146,25.817732726528053,17.26796283105907,86.66,67387,69.55,10.77,67.98,1337,8.61,409,3,2,0,2,41.20530602156324,3.607759772923944,62.713317116046355,1,0,0,0,0
1.06,8.23,0.34,6.72,26.53,17.88,4454,91.81,38.77977590002512,104.00709342192471,30.36414834573499,55.82,48878,8.24,29.69,66.51,2361,23.41,501,1,9,2,8,70.98022463563099,21.402774803117644,252.77290330661594,0,0,0,1,0
9.69,6.02,4.54,4.64,3.45,4.08,284,58.39,7.6403851733242885,13.017218750964153,34.741466306214136,67.33,19959,11.57,15.49,28.45,1200,38.72,137,7,10,2,9,127.02600954780223,26.7442084594921,479.08933536423626,0,0,0,0,1
2.0,8.04,1.41,8.98,31.7,3.89,2435,88.35,55.085720675979026,56.75578277599246,15.220774516280583,17.32,20788,78.24,51.23,94.34,2164,3.03,911,2,0,1,3,17.249574050200028,5.342112185718111,38.09718087472127,0,1,0,0,0
0.6,7.29,4.49,8.05,14.34,12.52,2831,56.01,49.884117901660105,35.13407097758024,29.450047484837274,28.93,11039,26.1,37.47,84.26,1655,32.32,778,3,2,6,1,50.23097786785149,11.041717574341813,75.80594828650243,1,0,0,0,0
9.62,7.4,3.87,8.61,5.19,10.88,4520,49.7,26.11275993784792,75.36960717624508,21.60851610965861,52.02,82947,96.35,21.01,60.04,1725,23.9,21,6,8,8,9,113.3621919989402,35.70453969903739,476.72453831345905,1,0,0,0,0
5.49,7.68,4.36,9.6,8.93,0.19,1029,84.24,7.584423259991823,8.947981699420428,36.09701320165299,88.35,11345,96.14,10.03,44.51,1594,12.94,33,9,4,3,4,99.29698727546878,11.47171636287035,233.036515615923,0,0,0,0,0
7.97,7.08,1.07,4.63,41.18,7.83,4451,44.65,40.360883070908436,90.1843137895199,3.275277674615451,6.2,47370,68.59,41.07,87.08,1798,14.57,135,8,9,4,1,119.53889933179391,9.763472480608689,228.81778624243316,0,0,0,1,0
0.44,6.29,2.98,3.34,5.21,18.13,2966,46.23,29.397094667051945,56.14029540890014,12.670107488625352,51.68,77202,71.69,33.56,43.32,1761,1.09,340,1,1,2,9,20.64422459622833,18.278007135902417,103.15468298437848,0,0,0,0,1
5.67,6.26,0.47,5.04,23.35,17.97,553,33.49,35.288669313201744,19.242724879282335,38.55950731277904,7.0,13967,65.1,13.74,63.35,1310,10.23,180,2,6,10,5,80.74665711745695,26.277670338630795,238.43341522768824,0,1,0,0,0
3.98,7.89,1.01,5.79,9.76,4.08,267,43.15,8.850601794004376,16.60878174815071,20.32971252774299,46.77,81829,17.73,78.14,35.91,1669,16.94,114,3,1,8,10,50.31364403297586,32.665430478119426,190.8514986571438,0,0,0,0,0
7.72,6.55,1.55,7.38,8.12,7.64,1240,56.52,18.723511431803928,30.571871209642733,15.145122533292238,63.63,46936,50.05,42.86,84.36,804,28.68,939,9,3,3,9,92.19120206592963,22.762424137490186,357.7052694201964,0,0,0,1,0
0.38,6.07,3.7,8.58,10.29,11.21,4159,57.97,9.188068886066413,68.5866597052676,1.7408791255238558,74.98,22531,79.3,71.98,80.22,399,10.99,230,0,6,4,0,42.08168365798547,12.006698128651522,68.27825814434722,1,0,0,0,0
4.02,8.45,0.12,5.45,24.64,17.06,2489,59.44,52.79185917024218,50.87970946926104,17.40001976952749,15.58,87580,77.47,43.76,43.34,1585,23.21,66,6,3,0,5,72.59374169978935,12.410619504097033,175.23749330081702,0,1,0,0,0
7.99,8.45,4.52,6.31,11.89,10.64,2588,63.58,7.960251008825333,44.01839516312701,37.22217076355088,18.32,60540,89.88,15.4,29.39,2734,29.27,670,1,6,10,3,62.23885923725959,23.962363896215653,188.8343987929726,0,0,0,0,1
5.23,6.95,0.35,8.5,4.84,19.36,469,70.03,6.098225645568151,12.839280685259503,37.54332842268073,48.07,95797,90.08,41.54,34.17,2122,27.94,561,4,6,1,2,68.53473055305088,11.034817900355376,121.19605111121706,0,0,1,0,0
5.5,6.06,1.88,4.58,40.07,15.98,3287,43.26,50.120880825067175,60.336612725359856,0.0,99.81,47443,26.15,80.89,69.31,2964,23.61,42,0,0,8,1,13.630513020976542,11.33838598430974,36.499380569139696,0,0,1,0,0
0.97,7.82,0.41,4.52,26.99,19.06,3936,72.98,46.38471074015225,63.42023835586336,23.734079379677034,36.89,69315,72.17,10.62,32.0,283,23.21,170,2,5,1,6,49.14487528550516,17.733143047565,150.7537711396749,0,0,0,1,0
1.32,8.08,3.84,7.12,7.84,14.63,2019,53.56,5.613179736279683,43.58264173969026,15.404758240358792,43.9,23616,65.13,81.62,45.61,1470,28.85,933,1,8,4,8,66.20173229261135,25.527482726749973,255.94053902470836,0,1,0,0,0
6.77,6.31,0.71,6.05,23.57,17.55,2023,81.38,36.34401199612452,45.07501606186288,0.0,44.38,53668,88.58,62.54,87.14,2107,13.42,117,0,1,7,2,22.94550461139526,14.089354712065305,49.98294975308355,0,0,0,0,0
6.75,6.34,4.42,9.64,3.42,16.62,1589,69.0,18.895607055024207,24.442466843111838,23.738562105445443,9.91,13518,18.35,89.65,26.54,2515,18.01,74,6,2,2,5,62.51634044625355,15.222142508333667,167.77581285427007,0,1,0,0,0
9.79,8.06,2.65,5.5,29.02,5.08,4973,68.8,38.07836119811972,106.47198101593108,4.326511827324216,77.87,16240,73.98,83.29,66.49,664,38.65,85,4,9,5,8,96.60590126928014,27.17498283825926,381.1045071690387,1,0,0,0,0
7.12,8.3,4.74,8.32,17.02,4.59,2060,77.98,18.888348058889793,46.74472060724204,16.64575549558604,26.8,20820,42.33,79.52,51.99,2465,26.74,55,0,4,3,1,33.61961040387533,8.863807073375163,50.28035790404276,0,0,1,0,0
4.93,7.98,1.45,7.08,5.18,17.29,4317,53.31,10.456701040543914,95.51460382995079,39.806325113780986,70.96,34312,39.45,13.0,29.63,1457,20.8,938,5,8,10,6,111.93616214562324,30.80017828605786,391.88293566234466,0,0,0,1,0
8.57,6.5,2.27,3.38,9.18,1.69,1419,60.05,12.207150156910567,24.637508878808333,13.463764976448424,48.56,80518,3.58,32.42,60.75,2292,23.13,885,4,3,6,4,63.22165582454232,19.11290354685836,158.09218080141196,0,0,0,0,1
1.04,7.03,3.47,3.59,17.29,8.17,880,70.8,25.291996742026143,8.35340027731122,19.63441953301153,61.95,3939,96.15,39.98,61.33,2407,4.18,462,2,0,9,4,39.51200981752241,20.485839140924334,74.54188923476234,0,1,0,0,0
4.49,7.5,4.16,4.42,40.32,16.41,838,59.51,46.73969163886091,14.599086398706916,18.76912141480276,7.29,17196,67.58,65.99,50.25,1381,23.68,459,6,3,2,10,72.95296920210589,26.353524719836326,293.8943986285395,0,0,1,0,0
2.87,6.4,2.11,4.0,8.69,16.26,751,61.1,12.210347595720272,33.211534114440994,26.96589854094021,89.22,16448,59.07,61.89,24.43,979,33.46,941,10,5,5,6,116.96712408975343,17.9116421938093,358.714640121099,0,0,0,0,0
1.05,6.53,4.46,5.31,5.48,2.78,269,49.07,8.558097795320084,2.4973883857010075,39.69346789444512,25.9,67926,25.12,23.74,36.55,755,20.94,993,9,4,9,8,111.96455102813587,32.781785110308846,408.4569717418304,0,0,0,1,0
7.64,6.71,0.59,7.05,25.8,9.75,3369,50.12,27.194459440309487,74.95793160973496,39.14130986612203,67.67,79795,65.84,68.95,52.38,2929,7.08,756,8,0,8,3,70.47800064618696,14.217520515046557,130.63734417250345,0,0,0,0,1
5.11,7.27,3.54,7.22,27.93,9.6,4827,78.93,41.79141076889842,105.79761760837485,37.10118100116563,80.21,61462,94.56,22.45,42.18,1473,17.93,959,8,3,10,8,102.65773920249407,30.993103616021916,357.1294845540655,0,1,0,0,0
5.57,7.28,1.74,7.11,4.51,6.47,4711,30.3,2.9191954630026835,98.79282653922161,38.39008806998905,54.92,86641,16.33,46.51,32.84,1412,11.12,443,8,5,9,10,114.47603371912338,37.044718110581904,473.1342621552361,0,0,0,0,0
4.11,8.04,0.51,3.82,14.22,18.34,3503,36.67,16.954566997633556,74.33193743602592,24.712641787401875,35.06,12692,98.38,56.3,58.96,1545,14.39,956,1,9,0,9,69.90941707617382,18.472660857929416,242.4131045833348,0,0,0,0,1
4.6,7.88,1.93,7.2,13.14,13.06,3960,96.42,13.403260144655505,90.76970209556507,38.95676205014389,97.83,23862,42.74,79.65,51.81,2092,9.0,635,2,9,2,8,81.12162617073032,23.83296148943144,284.7225312426667,1,0,0,0,0
1.16,8.28,4.4,5.87,9.31,19.6,2075,43.09,6.486762123349452,31.17247822546892,0.0,29.29,25571,97.82,60.51,73.2,993,13.36,317,6,3,1,3,69.23570730112958,6.257308302264317,129.16754579394015,0,0,1,0,0
6.73,8.08,4.9,9.32,15.78,1.34,1312,59.27,9.93739475967707,20.00433642679723,25.505453991422428,94.97,54491,63.39,86.39,64.83,2919,32.87,414,4,8,7,2,91.38674005525797,16.561860304594184,219.95466450666925,1,0,0,0,0
4.32,6.63,1.96,9.38,1.86,7.89,2284,89.48,0.0,37.97402269963057,29.47178907734621,17.31,54447,32.41,89.56,33.58,418,30.31,645,1,4,6,1,41.12849369227632,10.969852353984002,87.82725920586111,0,0,1,0,0
8.17,6.83,4.43,8.38,32.58,16.7,383,30.01,48.983988410091825,0.0,15.472222255062244,40.14,68064,37.44,50.71,75.01,2763,19.62,807,2,7,1,8,65.25674697162599,18.313333795442666,228.01469453514264,0,0,0,0,0
1.96,7.25,2.55,7.92,49.42,8.45,4180,94.76,73.02344917146924,109.60452524844456,11.184781488480532,15.57,27168,29.06,14.12,57.23,1262,31.3,152,9,8,5,1,121.5894798999116,10.040779194849687,240.28024330754175,1,0,0,0,0
2.05,6.04,3.59,3.8,31.7,5.24,4341,33.74,15.535448009386599,88.63005959972176,28.593074090777833,2.22,81726,33.48,12.27,29.08,2024,39.02,658,5,9,2,5,100.95076572184458,21.642374920932294,278.1051657979915,0,0,1,0,0
6.46,8.26,0.23,3.59,18.05,19.96,2808,41.96,12.579507768743966,61.463282663838285,26.388049027839365,27.51,95618,64.65,78.45,21.48,900,16.25,768,6,4,7,4,84.31998930997536,20.13505703899299,217.4462151275941,0,0,0,1,0
8.46,6.11,2.79,8.89,33.4,17.46,803,32.04,49.82513109365575,36.45867952679336,21.684948317940844,10.55,3407,1.66,49.99,70.11,2389,39.2,297,8,5,9,4,104.55543192594227,21.52515510654192,298.5967784638803,0,0,0,0,0
4.72,6.81,0.35,5.99,28.58,10.93,4335,66.37,30.11451939824596,85.52484896952564,28.520973956809343,98.66,98775,96.76,39.34,69.49,2593,9.84,81,0,0,2,3,9.416373590712675,7.875752127114598,22.576384142562542,0,0,1,0,0
7.27,7.42,1.34,6.16,42.34,11.23,1096,96.02,72.3211987949393,24.504664065184258,1.09992973617012,76.64,69179,76.85,32.76,85.64,502,38.18,416,10,10,9,5,154.93538351638153,28.57332205678287,511.9999260789315,0,1,0,0,0
9.99,7.29,2.83,8.93,31.09,0.14,3742,88.73,26.410219497413035,92.6187865518117,10.985592519208122,2.36,74955,94.1,32.54,80.99,1353,34.58,804,6,6,8,4,98.32130735529384,22.242610395062297,276.7898973777968,0,0,1,0,0
9.9,7.64,4.04,7.35,31.7,19.62,4483,74.78,57.87869921044245,90.80150253805651,0.0,23.92,87810,71.75,15.83,90.2,2715,7.97,563,7,3,0,10,79.84473939091346,18.96631645146602,310.24544986212595,1,0,0,0,0
7.44,7.32,2.8,4.26,11.08,16.13,3719,42.98,18.011775340345515,76.09426579668664,40.99632054615247,67.67,8074,48.1,34.24,43.39,545,13.99,273,2,10,4,3,88.34682103373018,15.201536638838858,206.73612878533726,0,0,0,1,0
7.4,6.57,4.68,4.48,20.78,0.73,4771,90.87,19.55194154330558,90.51329687859207,12.612467446628731,41.06,9806,18.97,61.58,53.05,375,28.32,230,3,1,2,8,37.867678529142665,21.871432819178295,140.5144843452243,0,0,0,0,1
2.48,6.5,4.05,3.04,17.22,3.53,2696,82.83,0.9713809897336674,48.33611759857744,33.76632167925939,83.52,67713,51.63,40.82,24.95,2441,7.66,788,9,4,5,5,99.2995162994706,16.69457408660454,280.2447215109842,0,0,0,0,1
8.34,8.27,0.78,7.97,0.57,16.42,4266,48.68,10.876280981202097,84.98713949290514,12.691620303081232,51.48,35311,71.17,85.83,52.91,2584,23.63,926,5,2,9,10,74.96437074089626,30.506058228858734,286.1758266900356,0,0,1,0,0
4.05,6.66,1.94,6.4,15.66,1.74,808,86.36,17.01263344661345,27.438415907711803,28.880751531353894,66.06,8181,85.42,63.45,37.58,1402,21.39,764,9,5,1,9,105.60983517630748,21.224090373298527,396.7949595894398,0,0,0,0,1
9.62,6.7,3.34,9.65,24.3,18.84,2151,91.4,43.74541905160842,28.469492009724515,9.785924438407926,60.51,94576,32.41,79.12,84.43,1975,11.67,53,6,7,8,9,108.68393518388991,29.636567239721,441.4488191069059,0,0,1,0,0
0.81,7.03,4.69,8.0,29.99,20.0,3293,78.88,47.51916362669858,59.62045173812546,10.35158113927126,64.54,32214,51.05,19.13,72.5,2891,12.02,432,3,6,5,9,73.03472925173291,26.6804531913124,298.1687377348819,0,0,0,1,0
4.36,6.35,4.94,3.72,46.73,17.73,1305,37.03,39.216637898866736,13.959797934644754,16.314784571300287,24.55,69150,62.0,46.04,82.54,280,20.65,999,7,2,6,2,75.48801591756215,11.496125603173798,133.34355621685896,0,0,0,0,1
5.56,7.27,3.82,4.13,11.96,14.78,3459,98.9,27.87112935671714,59.4407869974755,18.44117370617549,38.58,46921,58.86,13.32,67.4,2408,11.99,298,4,7,4,9,80.89949799002848,25.013622717068717,340.3398904589022,1,0,0,0,0
4.05,7.66,2.87,6.51,7.62,9.75,2419,35.32,5.706392536794517,64.2700777377284,18.5587799883888,6.96,5353,5.24,81.6,67.83,606,7.21,588,0,1,8,5,26.0266167833714,22.639059568743605,72.28160271274346,1,0,0,0,0
2.11,7.97,3.78,9.47,43.47,1.65,4224,75.81,30.341245085760534,92.17074434516798,31.422121039829644,59.59,93455,48.34,21.75,38.82,1404,30.93,832,3,9,0,0,77.5534976984705,5.014113939287737,74.12161957441303,0,1,0,0,0
5.93,7.78,1.37,4.73,47.09,14.61,1196,37.74,57.40819763061252,28.23735269865579,6.631965024310464,47.01,27962,80.9,74.43,73.59,1492,23.27,790,2,8,4,4,76.71631510236433,16.388196715882252,200.3847710107402,0,0,1,0,0
7.56,6.37,1.42,8.78,24.4,7.94,4567,93.38,16.26013906555551,101.94404349821727,26.780473797103248,76.55,62665,80.23,83.9,31.52,1793,17.51,45,8,3,10,9,91.72066321996932,34.311235701388995,373.49692764631203,0,0,0,0,1
6.45,7.14,3.27,5.19,5.76,11.4,3524,54.5,17.708836576068723,67.65936603522775,36.22696710815301,22.23,97141,50.71,45.35,42.07,693,7.25,608,7,0,9,5,71.42224768664042,21.788558730492625,161.6328713009741,1,0,0,0,0
2.34,6.1,4.36,4.89,24.27,5.87,1525,65.81,36.70988875848917,35.746554929548225,31.764315850631668,44.81,7099,95.24,41.15,34.4,2438,23.77,547,0,7,10,10,73.79782738566378,39.3016772750062,311.47755191355793,0,0,0,1,0
7.32,6.04,4.85,9.31,5.47,4.84,1599,42.51,21.861483848042965,29.56755271595095,11.030560328505226,19.71,29946,82.62,58.01,95.96,1544,25.14,467,10,6,5,7,119.47175378270306,21.544672619992745,425.2390780453672,0,0,0,1,0
2.57,7.1,1.71,3.33,44.16,6.49,1044,68.26,60.46833009249298,19.999335013896566,1.576096605047454,62.17,2841,73.73,69.23,91.85,1583,19.19,303,5,10,6,10,115.88413597528101,34.33048129423744,508.55616716372293,0,1,0,0,0
1.75,6.63,3.98,7.63,35.41,16.28,2153,95.72,34.9542463340946,33.919548773349234,19.628133566000415,85.11,55971,51.56,61.65,89.99,753,14.91,109,8,4,3,8,97.62315026772852,22.982161192350702,333.27669836462655,0,0,0,1,0
6.91,7.71,4.26,3.3,12.06,8.53,1867,93.11,3.6550001104917484,41.12027492956872,12.291608218429914,77.01,45512,59.07,10.09,96.81,1318,34.69,160,6,9,0,10,104.54750975026677,29.17195833970574,428.3384257557872,0,0,0,1,0
8.43,7.81,3.12,8.61,44.33,6.23,1375,34.47,50.5705515157542,37.842842016281054,17.349222899609213,94.53,83529,22.32,72.87,69.01,2603,28.19,145,3,4,10,2,71.79592500671592,17.491113813485264,150.05964028901892,0,0,0,0,1
4.82,8.24,1.74,8.81,31.9,8.66,611,56.48,38.06667913680848,15.994087548238067,4.631384978477958,97.23,61425,53.24,21.79,91.58,1824,14.25,791,0,6,7,1,48.77644285064995,20.811520897825332,113.53822736350764,0,0,1,0,0
5.31,7.9,3.1,9.25,47.66,0.65,3316,48.72,49.83324014428243,68.15929995693024,33.93998439497426,77.66,27717,52.6,45.97,43.35,2617,23.72,289,1,4,9,3,56.2296405148541,23.013369221177314,138.19927751898265,0,0,0,0,0
3.03,6.12,2.92,4.3,49.02,17.81,1598,63.7,48.34591040773908,35.735517336513986,22.579248192890923,30.11,88892,20.28,32.59,50.78,2992,9.35,384,4,7,3,7,83.10069066461365,25.654629412281338,280.87536501726305,0,0,0,1,0
4.95,6.93,3.03,3.87,0.16,11.04,4949,88.36,2.197407813605527,114.00200497814612,20.42419389033054,23.49,7908,95.11,84.23,57.36,2543,0.46,475,10,10,2,10,141.36501813839922,29.810530278504512,613.0720508160891,0,0,0,1,0
1.32,6.68,3.1,6.52,6.01,2.1,1977,81.72,12.172378370928682,51.08448143337266,46.571489476918565,45.86,36341,24.48,50.17,27.15,2268,34.75,433,4,5,6,7,81.23964224875792,23.61291958194334,261.39192523130544,0,0,0,0,0
9.56,6.97,4.24,4.9,27.35,5.77,4397,54.08,41.88611179725284,91.34568232479769,0.0,99.4,22254,10.42,51.77,85.98,872,32.76,622,7,4,1,2,73.38057513925534,8.81568001297802,138.80320837431523,0,0,0,1,0
8.0,6.4,0.85,7.24,47.79,19.67,638,56.79,62.420329572230585,18.334400998048544,33.681589217800955,42.44,38813,46.7,16.09,29.53,2614,25.58,503,5,8,7,3,97.61208326782202,19.168694521090025,264.19156020451044,0,0,0,0,1
6.68,6.24,1.84,6.6,49.71,11.86,4166,75.8,59.34780927923854,86.1247068585843,0.0,21.51,66951,68.61,81.79,83.97,2957,32.45,674,7,10,5,2,122.46975822186843,16.32371064861611,275.2597088832137,0,0,0,0,1
5.38,7.3,2.93,4.01,28.37,5.83,1922,43.6,22.00139553741448,37.93707611985654,11.220551206816975,94.55,82681,19.52,29.12,93.78,2801,31.23,127,1,1,6,9,34.24245218350785,25.15062981209087,122.471333345028,0,0,0,0,0
7.92,7.8,1.42,8.17,8.69,8.53,645,37.19,15.913991537638719,4.757901737568458,27.22625116522886,39.82,38782,18.29,43.12,65.43,748,34.41,760,2,0,4,1,23.821891268758634,6.642604677724746,34.58769378999146,1,0,0,0,0
4.95,7.75,4.89,8.63,8.15,5.17,4269,46.98,4.763615767643765,84.39898646195364,39.87666536067719,69.71,48312,26.15,88.82,33.27,1935,35.67,989,5,7,8,3,94.89504503053128,23.293953076611203,257.7612908543658,0,0,0,1,0
3.0,7.13,1.32,9.74,38.19,0.64,1998,38.68,40.91634935881981,32.39441366195543,19.22654658551923,79.24,57802,30.27,19.11,54.94,1608,32.75,418,9,2,4,5,84.40181946590751,17.875913013697915,223.15400116305256,1,0,0,0,0
1.6,7.31,2.35,5.77,29.6,16.84,89,54.64,43.35900452938701,11.564214643592983,32.566792446065406,84.63,70939,24.62,67.48,31.11,1889,34.07,26,2,10,10,10,102.04323271084611,42.04846046785444,471.0006868255589,0,0,0,1,0
6.48,7.29,4.39,5.36,27.44,5.85,3278,95.63,27.93191401573735,76.25277600221582,32.21536557123419,82.49,46103,47.07,30.81,29.52,2286,20.07,653,5,6,4,10,92.96119784434,26.204375995030734,368.39383277029043,0,0,1,0,0
9.29,7.73,0.4,4.35,23.29,16.77,2366,38.42,47.97760669694042,48.11992088343845,18.44295247630152,83.95,52314,1.83,43.58,80.49,2294,28.32,260,5,9,2,4,92.98905731185427,11.759118221141287,249.99173804203113,0,0,0,1,0
1.54,6.12,4.1,4.27,36.26,9.57,823,87.28,37.126228943307865,2.7075901819701933,25.59803486286348,67.43,39509,8.75,43.46,51.44,1535,13.33,606,1,10,10,2,93.93340230004983,26.203431424338227,255.50624115425992,0,0,0,0,1
1.8,7.77,2.86,5.25,42.9,3.66,550,67.43,41.876079464013806,0.0,41.48434150044264,41.58,89357,72.94,84.58,20.01,1333,34.45,733,6,7,0,1,85.94757695967563,7.555345739375898,125.9268710581897,0,1,0,0,0
4.34,7.46,0.16,9.87,15.15,16.04,59,74.3,39.87125399314722,0.0,37.15786003131597,67.39,35240,41.23,10.83,23.88,385,34.34,886,1,5,1,8,45.209585282440706,20.423074890583422,162.30355752970033,0,1,0,0,0
8.07,6.5,4.51,3.65,11.05,7.54,4222,41.91,16.33194657066124,88.2286756494171,14.581563246050735,84.0,35442,36.03,39.38,85.42,1123,2.65,888,5,9,7,0,96.99384104656792,15.838451297502049,191.22970941503456,0,1,0,0,0
2.94,6.12,0.2,4.82,33.51,14.15,4178,40.6,36.095778949896996,99.75631749637826,11.982220666191148,36.36,50979,1.04,78.19,69.58,2206,13.88,114,0,8,0,8,50.38794324764572,21.730076290261724,183.16108560693326,0,1,0,0,0
